Student_ID,First_Name,Last_Name,Email,Major,Title,Number_of_Skills,Salary,Salary_Range,GPA,GPA_Range,Graduated,Algorithm Development,Creativity,AI Ethics and Governance,API Development,Curiosity,Project Management,Business Acumen,Communication,AI Frameworks and Libraries,IoT Integration,Cloud Computing,Programming Languages,Big Data Technologies,Ethical Considerations,Data Analysis,Computer Vision,Software Engineering Principles,Market Analysis,Adaptability,Data Visualization,Edge Computing,Natural Language Processing (NLP),Problem-Solving,Robotics,Database Management,Data Engineering,Model Training and Evaluation,ETL Processes,Deep Learning,DevOps,Presentation Skills,Collaboration,Machine Learning Algorithms,Leadership,Critical Thinking,Data Preprocessing,Data-Driven Decision Making,Attention to Detail,Programming
944625643,Teresa,Neal,Teresa.Neal000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,28,30000,High,3.58,High,False,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
766933692,Robin,Parker,Robin.Parker000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,15,30000,High,2.85,Low,False,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0
294952537,Melissa,Chambers,Melissa.Chambers000@mymdc.net,Applied Artificial Intelligence,AI Engineer,28,109776,High,3.23,Medium,True,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0
999469574,Dustin,Rogers,Dustin.Rogers000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,6,82823,High,3.37,Medium,True,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
858665911,Lisa,Kelly,Lisa.Kelly000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,25,81522,High,2.66,Low,True,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1
258737190,Sharon,Gonzalez,Sharon.Gonzalez000@mymdc.net,Data Analytics,Marketing Analyst,28,82271,High,2.92,Low,True,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1
851568296,Donna,Cantu,Donna.Cantu000@mymdc.net,Applied Artificial Intelligence,AI Engineer,26,30000,High,2.18,Very Low,False,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
323357398,Teresa,Jones,Teresa.Jones000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,30,30000,High,2.05,Very Low,False,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
324372077,James,Gardner,James.Gardner000@mymdc.net,Data Analytics,Data Scientist,8,67459,Medium,2.52,Low,True,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
958488135,Sara,Burgess,Sara.Burgess000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,17,30000,High,2.05,Very Low,False,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0
683551180,Jessica,Nelson,Jessica.Nelson000@mymdc.net,Applied Artificial Intelligence,AI Engineer,7,30000,High,2.61,Low,False,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
708411102,Debra,Oconnell,Debra.Oconnell000@mymdc.net,Data Analytics,Marketing Analyst,21,71384,Medium,3.29,Medium,True,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1
245227181,Joyce,Harvey,Joyce.Harvey000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,39,30000,High,2.91,Low,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
517164363,Vicki,Levy,Vicki.Levy000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,34,95477,High,3.04,Medium,True,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
519921441,Oscar,Perez,Oscar.Perez000@mymdc.net,Data Analytics,Marketing Analyst,12,92204,High,2.68,Low,True,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0
522341363,Matthew,Singh,Matthew.Singh000@mymdc.net,Applied Artificial Intelligence,AI Engineer,4,30000,High,3.03,Medium,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
652578523,Hannah,Bryant,Hannah.Bryant000@mymdc.net,Data Analytics,Business Intelligence Analyst,3,30000,High,3.3,Medium,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
505522743,Mark,Garrett,Mark.Garrett000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,33,30000,High,2.95,Low,False,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
923507170,Anthony,Robinson,Anthony.Robinson000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,27,30000,High,3.56,High,False,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0
213366806,Jacob,Adams,Jacob.Adams000@mymdc.net,Data Analytics,Business Intelligence Analyst,1,30000,High,2.75,Low,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
908761081,Bryan,Schaefer,Bryan.Schaefer000@mymdc.net,Applied Artificial Intelligence,AI Engineer,33,99129,High,2.77,Low,True,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
555449744,Harold,Campos,Harold.Campos000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,10,102482,High,2.64,Low,True,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
242916272,Eugene,Smith,Eugene.Smith000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,2,30000,High,2.51,Low,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
771636322,Joan,Giles,Joan.Giles000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,28,97219,High,2.88,Low,True,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1
889255456,Jeffery,Kramer,Jeffery.Kramer000@mymdc.net,Data Analytics,Data Analyst,13,86308,High,3.0,Low,True,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0
196603982,Heather,Parks,Heather.Parks000@mymdc.net,Data Analytics,Data Scientist,38,30000,High,2.01,Very Low,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
998613626,Lydia,Berg,Lydia.Berg000@mymdc.net,Data Analytics,Data Analyst,12,87866,High,3.16,Medium,True,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
176565522,Thomas,Jones,Thomas.Jones000@mymdc.net,Data Analytics,Business Intelligence Analyst,30,30000,High,2.79,Low,False,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
117607965,Joshua,Henderson,Joshua.Henderson000@mymdc.net,Data Analytics,Operations Analyst,9,69566,Medium,2.14,Very Low,True,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
673839625,Jeremy,Long,Jeremy.Long000@mymdc.net,Applied Artificial Intelligence,AI Engineer,34,80051,High,2.72,Low,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
239722070,Beth,Gutierrez,Beth.Gutierrez000@mymdc.net,Applied Artificial Intelligence,AI Engineer,37,30000,High,2.06,Very Low,False,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
709163700,Hannah,Todd,Hannah.Todd000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,27,30000,High,3.51,High,False,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1
562133880,Brittany,Davies,Brittany.Davies000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,36,96024,High,2.36,Very Low,True,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148474911,Jeffrey,Anderson,Jeffrey.Anderson000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,6,30000,High,3.38,Medium,False,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175677381,Lisa,Thomas,Lisa.Thomas000@mymdc.net,Applied Artificial Intelligence,AI Engineer,17,30000,High,2.97,Low,False,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0
339428757,Patrick,Boyd,Patrick.Boyd000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,12,102152,High,2.86,Low,True,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
278621116,Angela,Farmer,Angela.Farmer000@mymdc.net,Applied Artificial Intelligence,AI Engineer,7,93397,High,3.17,Medium,True,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
198974850,Sara,Murphy,Sara.Murphy000@mymdc.net,Data Analytics,Data Scientist,7,30000,High,3.47,Medium,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
420786624,Stacey,Jones,Stacey.Jones000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,17,30000,High,2.1,Very Low,False,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
966848006,Amy,Porter,Amy.Porter000@mymdc.net,Data Analytics,Data Scientist,22,86657,High,2.05,Very Low,True,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1
467408288,Robert,Mason,Robert.Mason000@mymdc.net,Data Analytics,Business Intelligence Analyst,35,87834,High,3.28,Medium,True,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
844897146,Tyler,Mcclain,Tyler.Mcclain000@mymdc.net,Data Analytics,Business Intelligence Analyst,20,30000,High,2.87,Low,False,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1
116305219,Lisa,Jackson,Lisa.Jackson000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,12,30000,High,2.26,Very Low,False,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
985124425,Marvin,Mcconnell,Marvin.Mcconnell000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,24,30000,High,3.1,Medium,False,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1
169796429,Brittany,Allen,Brittany.Allen000@mymdc.net,Applied Artificial Intelligence,AI Engineer,32,30000,High,3.71,High,False,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
114196877,Kaitlyn,Bright,Kaitlyn.Bright000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,38,102545,High,3.18,Medium,True,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
149489932,Jamie,Fields,Jamie.Fields000@mymdc.net,Data Analytics,Data Analyst,28,30000,High,3.27,Medium,False,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0
161301620,Ann,Sanders,Ann.Sanders000@mymdc.net,Data Analytics,Data Analyst,30,70915,Medium,2.85,Low,True,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
487113810,Jesse,Williams,Jesse.Williams000@mymdc.net,Data Analytics,Data Scientist,22,30000,High,3.48,Medium,False,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1
409756336,James,Price,James.Price000@mymdc.net,Data Analytics,Operations Analyst,6,30000,High,3.82,High,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
799607988,Lisa,Vaughn,Lisa.Vaughn000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,31,94909,High,3.4,Medium,True,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
479774265,Jennifer,Mills,Jennifer.Mills000@mymdc.net,Data Analytics,Data Scientist,12,30000,High,3.25,Medium,False,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
977537992,Adam,Evans,Adam.Evans000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,10,30000,High,2.93,Low,False,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
528499478,Donald,King,Donald.King000@mymdc.net,Data Analytics,Business Intelligence Analyst,6,70315,Medium,2.64,Low,True,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
205944971,Natasha,Mcdonald,Natasha.Mcdonald000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,20,30000,High,2.36,Very Low,False,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1
636512503,Steven,Gomez,Steven.Gomez000@mymdc.net,Data Analytics,Data Analyst,11,30000,High,3.9,High,False,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
718954885,Daniel,Mullins,Daniel.Mullins000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,30,98629,High,3.15,Medium,True,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
917605448,Paul,Cole,Paul.Cole000@mymdc.net,Data Analytics,Data Analyst,13,67752,Medium,3.09,Medium,True,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0
191397566,Julie,White,Julie.White000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,38,105814,High,2.28,Very Low,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
133389177,Kimberly,Brown,Kimberly.Brown000@mymdc.net,Applied Artificial Intelligence,AI Engineer,6,30000,High,3.27,Medium,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
500484680,Steven,Davis,Steven.Davis000@mymdc.net,Applied Artificial Intelligence,AI Engineer,19,30000,High,3.02,Medium,False,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
833231792,Alan,Lozano,Alan.Lozano000@mymdc.net,Data Analytics,Data Scientist,39,30000,High,2.48,Very Low,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
670704090,Adrian,Houston,Adrian.Houston000@mymdc.net,Data Analytics,Marketing Analyst,1,30000,High,2.03,Very Low,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
454882007,Zachary,Galloway,Zachary.Galloway000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,30,30000,High,3.5,Medium,False,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
112174468,Wesley,Daniel,Wesley.Daniel000@mymdc.net,Applied Artificial Intelligence,AI Engineer,24,105332,High,3.91,High,True,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0
962921871,Roger,Newman,Roger.Newman000@mymdc.net,Data Analytics,Marketing Analyst,31,30000,High,2.14,Very Low,False,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
614131779,Christina,Brown,Christina.Brown000@mymdc.net,Data Analytics,Marketing Analyst,5,78025,Medium,2.45,Very Low,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
171764869,Adam,Marsh,Adam.Marsh000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,20,30000,High,2.29,Very Low,False,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
470117583,Heather,Reese,Heather.Reese000@mymdc.net,Applied Artificial Intelligence,Robotics Engineer,35,107344,High,2.52,Low,True,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
890587065,Kristen,Moore,Kristen.Moore000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,37,30000,High,3.71,High,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
705329598,Danielle,Harper,Danielle.Harper000@mymdc.net,Data Analytics,Data Scientist,7,76673,Medium,3.15,Medium,True,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
787231606,Cody,Monroe,Cody.Monroe000@mymdc.net,Applied Artificial Intelligence,AI Engineer,26,91002,High,2.47,Very Low,True,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1
825356613,Amanda,Lopez,Amanda.Lopez000@mymdc.net,Data Analytics,Operations Analyst,7,30000,High,2.65,Low,False,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
484476438,Michael,Moss,Michael.Moss000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,17,109652,High,2.82,Low,True,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0
997366167,Tracy,Hanson,Tracy.Hanson000@mymdc.net,Applied Artificial Intelligence,AI Engineer,26,30000,High,3.14,Medium,False,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1
107961088,David,Murray,David.Murray000@mymdc.net,Applied Artificial Intelligence,AI Engineer,24,30000,High,2.88,Low,False,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
500379145,Tanya,Martin,Tanya.Martin000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,12,30000,High,2.46,Very Low,False,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
750554753,Jacob,Guzman,Jacob.Guzman000@mymdc.net,Applied Artificial Intelligence,Computer Vision Engineer,15,84889,High,3.76,High,True,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1
937243952,Joshua,Anderson,Joshua.Anderson000@mymdc.net,Applied Artificial Intelligence,AI Engineer,5,82693,High,2.29,Very Low,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
622361863,Lisa,Rogers,Lisa.Rogers000@mymdc.net,Applied Artificial Intelligence,Machine Learning Engineer,33,30000,High,2.42,Very Low,False,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
207431788,Robert,Wright,Robert.Wright000@mymdc.net,Applied Artificial Intelligence,AI Data Scientist,23,92197,High,3.9,High,True,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
