Unnamed: 0,ID,Student_ID,First_Name,Last_Name,Email,Major,Skills,Salary,Title,Industry,GPA,City,Graduated,Number_of_Skills
947341245,sdv-pii-nw4zh,sdv-pii-odzot,Jessica,Gordon,cranelisa@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-hm844,64109,Robotics Engineer,Healthcare and Biotechnology,3.85,Hunterview,False,40
157849428,sdv-pii-55h1j,sdv-pii-1ktb4,William,Carpenter,rnavarro@example.org,Bachelor of Science in Data Analytics,sdv-pii-kf67b,0,Robotics Engineer,Retail and E-commerce,2.97,East Joe,False,40
765331044,sdv-pii-mkfe0,sdv-pii-ar384,Jasmine,Frank,ryan97@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-yme6l,0,Data Scientist,Technology and Software Development,3.81,Lake Michael,True,36
446177907,sdv-pii-r6l8j,sdv-pii-u5xt4,Richard,Miller,fpalmer@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-ge7xh,0,Data Scientist,Education and E-learning,3.25,North Allison,False,38
707232306,sdv-pii-7inlk,sdv-pii-m2o2k,Henry,Mcintyre,bianca11@example.org,Bachelor of Science in Data Analytics,sdv-pii-lhv8h,0,AI Data Scientist,Manufacturing and Supply Chain,2.01,Port Sharon,False,40
164011341,sdv-pii-cpfin,sdv-pii-tbz09,Tammy,Rangel,halldonna@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-kezw9,0,AI Engineer,Finance and Banking,3.93,Amandaberg,True,39
854155078,sdv-pii-8s0pz,sdv-pii-7scdq,Holly,Burke,tduke@example.org,Bachelor of Science in Data Analytics,sdv-pii-vb29h,0,AI Data Scientist,Manufacturing and Supply Chain,2.46,Holmesside,False,38
486532988,sdv-pii-t9bpu,sdv-pii-vq1dz,Brenda,Nelson,qcarroll@example.org,Bachelor of Science in Data Analytics,sdv-pii-c79up,0,AI Engineer,Government and Public Sector,4.0,North Robert,False,37
465062877,sdv-pii-83wl7,sdv-pii-qgyp7,Jorge,Oconnell,jonathan97@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-cd7fm,88385,Data Scientist,Healthcare and Biotechnology,3.04,New Johnburgh,True,35
739718673,sdv-pii-qlx4i,sdv-pii-97ypv,Ashley,Ramos,james05@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-g1809,0,Operations Analyst,Government and Public Sector,3.67,Simmonsport,False,35
982999240,sdv-pii-whlcu,sdv-pii-3vj0q,Larry,May,ewise@example.org,Bachelor of Science in Data Analytics,sdv-pii-5it5v,647,Robotics Engineer,Healthcare and Biotechnology,2.41,West Kennethport,False,35
400449081,sdv-pii-sbves,sdv-pii-lduo1,Robert,Mills,ypeterson@example.org,Bachelor of Science in Data Analytics,sdv-pii-peqj4,100576,Business Intelligence Analyst,Education and E-learning,3.04,West Stephenhaven,False,35
897139828,sdv-pii-pxiwt,sdv-pii-w85no,Sarah,Turner,umaynard@example.org,Bachelor of Science in Data Analytics,sdv-pii-r6che,0,AI Engineer,Healthcare and Biotechnology,3.6,New Kimberly,True,33
53681028,sdv-pii-6omcj,sdv-pii-bhyis,Elizabeth,Cole,sarahmurphy@example.org,Bachelor of Science in Data Analytics,sdv-pii-qv8vm,0,Computer Vision Engineer,Government and Public Sector,3.34,Laurieville,True,40
18392823,sdv-pii-qezk1,sdv-pii-tbg84,Theresa,Scott,smithelizabeth@example.com,Bachelor of Science in Data Analytics,sdv-pii-ez9ij,0,AI Data Scientist,Finance and Banking,3.13,East Kristen,False,38
909561258,sdv-pii-56oap,sdv-pii-0cbua,Yvette,Swanson,delacruzshawn@example.org,Bachelor of Science in Data Analytics,sdv-pii-y3jjs,97234,Business Intelligence Analyst,Education and E-learning,3.09,East Luischester,True,34
497049819,sdv-pii-f2s0q,sdv-pii-vqbci,Adam,Hudson,kelly07@example.net,Bachelor of Science in Data Analytics,sdv-pii-ul3nk,0,Marketing Analyst,Automotive and Transportation,2.89,Gonzalezland,True,35
366007179,sdv-pii-kmlec,sdv-pii-ey04m,Jeffery,Moore,garrett47@example.com,Bachelor of Science in Data Analytics,sdv-pii-6zjw3,53272,Business Intelligence Analyst,Retail and E-commerce,3.11,Danielmouth,True,40
658482310,sdv-pii-ysary,sdv-pii-lms41,Kimberly,Ramos,kstone@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-cdlyz,0,Computer Vision Engineer,Telecommunications,3.49,Alexanderfurt,False,36
86271650,sdv-pii-mdqpp,sdv-pii-cx183,Kathy,Carlson,michaelsalazar@example.com,Bachelor of Science in Data Analytics,sdv-pii-q7uxe,0,AI Data Scientist,Technology and Software Development,3.18,Karenview,False,40
464079343,sdv-pii-dh2oi,sdv-pii-pegq3,Christine,Keller,barneskatherine@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-fv4rj,0,Marketing Analyst,Healthcare and Biotechnology,3.58,Dicksonland,False,35
775235197,sdv-pii-vgypx,sdv-pii-xwfb2,Sarah,Reynolds,ostewart@example.com,Bachelor of Science in Data Analytics,sdv-pii-9vpoh,0,Marketing Analyst,Finance and Banking,3.64,Lake Evelyntown,True,31
777736422,sdv-pii-s19aw,sdv-pii-afv9s,Sara,Rodriguez,nguyenjeffrey@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-n4jcm,70538,Business Intelligence Analyst,Government and Public Sector,3.33,Port Heather,True,34
360579875,sdv-pii-w13n6,sdv-pii-bu5sj,Kristina,Graham,terririley@example.net,Bachelor of Science in Data Analytics,sdv-pii-u6b07,62333,Data Analyst,Automotive and Transportation,3.28,Port Kevin,True,38
226207125,sdv-pii-5ezpd,sdv-pii-xd7vp,Andrew,Schwartz,kflores@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-6al8t,76664,Robotics Engineer,Education and E-learning,3.0,Wrightbury,True,37
463819442,sdv-pii-ujk5c,sdv-pii-34e8a,Travis,Rodriguez,simmonscarrie@example.com,Bachelor of Science in Data Analytics,sdv-pii-ki7s9,0,AI Engineer,Automotive and Transportation,3.03,Coxburgh,True,33
917811679,sdv-pii-47jrv,sdv-pii-ns7gi,Carla,Parsons,danielle61@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-h4x5t,62335,Business Intelligence Analyst,Automotive and Transportation,3.3,Jenniferview,False,30
484545275,sdv-pii-ajbcs,sdv-pii-nwtyu,Brooke,Ware,josephadams@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-f9q4p,64823,AI Data Scientist,Automotive and Transportation,3.04,New Rebekah,False,40
611507324,sdv-pii-fy6k3,sdv-pii-dbxji,Pamela,Brown,archercandace@example.org,Bachelor of Science in Data Analytics,sdv-pii-dbi0r,59273,AI Engineer,Manufacturing and Supply Chain,4.0,Steventon,False,33
155330940,sdv-pii-br60a,sdv-pii-xdsnh,Helen,Wolf,rriley@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-4hbkq,0,Business Intelligence Analyst,Education and E-learning,3.73,Lake Caitlin,True,34
361232570,sdv-pii-ln5a0,sdv-pii-voaqf,Cole,Moore,alyssa40@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-mhf2y,0,Computer Vision Engineer,Automotive and Transportation,3.84,Lake Andrew,True,34
101581691,sdv-pii-z6h1m,sdv-pii-jmf8q,Christine,Hamilton,rgarner@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-gt8tz,64234,Marketing Analyst,Automotive and Transportation,3.76,East Sandraberg,False,33
986671657,sdv-pii-9ja9e,sdv-pii-usnt9,Frank,Miller,angela33@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-mruwd,0,Business Intelligence Analyst,Telecommunications,2.76,Lake Lisa,True,38
652079181,sdv-pii-bgzo5,sdv-pii-ufbtz,David,Garcia,jordanjoseph@example.net,Bachelor of Science in Data Analytics,sdv-pii-lpqlk,79180,AI Engineer,Marketing and Advertising,2.95,Lake Dwaynehaven,False,34
898591491,sdv-pii-8h3x0,sdv-pii-8o8v1,Shane,Mccarthy,michellemays@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-vdydf,0,Machine Learning Engineer,Manufacturing and Supply Chain,2.59,Kimberlyville,True,36
266890432,sdv-pii-ahqb6,sdv-pii-4f4wd,Kevin,Mack,marywade@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-7ov9o,3093,AI Engineer,Retail and E-commerce,4.0,Greenburgh,False,35
320074722,sdv-pii-txglv,sdv-pii-bn3w8,Kari,Potter,veronica82@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-exxvu,0,AI Data Scientist,Retail and E-commerce,3.02,Port Andrew,False,38
207857389,sdv-pii-3aywf,sdv-pii-1nd91,Anthony,Lewis,jeffreyhaynes@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-t5n6m,43016,Computer Vision Engineer,Government and Public Sector,3.24,Mitchellberg,False,40
628805759,sdv-pii-c4j7t,sdv-pii-867ur,John,Taylor,devon02@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-80b70,0,Operations Analyst,Telecommunications,2.82,Rayport,True,33
513395374,sdv-pii-064rn,sdv-pii-2zikm,Michael,Conner,williamsthomas@example.com,Bachelor of Science in Data Analytics,sdv-pii-240ho,85147,AI Data Scientist,Healthcare and Biotechnology,3.04,Kleinstad,True,40
928757536,sdv-pii-j6ab5,sdv-pii-0iv28,Laura,Moore,tabitha32@example.net,Bachelor of Science in Data Analytics,sdv-pii-w5u1m,0,AI Data Scientist,Retail and E-commerce,4.0,Sullivanland,True,34
274667523,sdv-pii-h97fy,sdv-pii-cv2mp,Christina,Miller,deborah69@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-i79x2,70050,Data Scientist,Automotive and Transportation,3.24,East Kristin,False,35
582989706,sdv-pii-3dw2h,sdv-pii-hyrcf,Kenneth,Gillespie,michaelhoward@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-s3ifa,3051,Data Analyst,Manufacturing and Supply Chain,2.61,Alejandrostad,False,35
874687980,sdv-pii-uslfp,sdv-pii-yvdbb,Maria,Clark,davischarles@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-u7mba,0,AI Data Scientist,Healthcare and Biotechnology,3.67,Jonathanmouth,True,35
440909001,sdv-pii-554v2,sdv-pii-gikmn,Heather,Hernandez,bchristensen@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-rss17,0,Data Scientist,Government and Public Sector,4.0,West Derrickside,True,37
293989406,sdv-pii-gd0mv,sdv-pii-o6p0m,Nicole,Freeman,walter38@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-kok49,60443,AI Engineer,Marketing and Advertising,3.65,Fowlerfurt,False,33
32210331,sdv-pii-nfvck,sdv-pii-d6vl0,Carolyn,Schroeder,stephanieramirez@example.net,Bachelor of Science in Data Analytics,sdv-pii-3q1d2,68327,Operations Analyst,Automotive and Transportation,3.44,Fosterton,False,40
89729740,sdv-pii-cxzb6,sdv-pii-k7m6z,Connie,Smith,george18@example.com,Bachelor of Science in Data Analytics,sdv-pii-lif8r,1548,Data Analyst,Marketing and Advertising,3.55,Port Kyle,True,37
856178645,sdv-pii-k6g21,sdv-pii-2uke5,Raymond,Bell,johnnichols@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-vt6ov,104875,Computer Vision Engineer,Retail and E-commerce,3.35,East Sherry,False,35
78501726,sdv-pii-i1azm,sdv-pii-bdzdf,Kenneth,Durham,fjohnson@example.com,Bachelor of Science in Data Analytics,sdv-pii-ze6ms,0,AI Engineer,Telecommunications,3.41,New Kimberly,False,38
68422861,sdv-pii-fbvg3,sdv-pii-lndi7,Gabriel,Hernandez,robbinsalexandria@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-zca39,75752,Business Intelligence Analyst,Energy and Utilities,3.64,Martinborough,True,40
13444576,sdv-pii-np95h,sdv-pii-piqjc,Joseph,Torres,dunncourtney@example.net,Bachelor of Science in Data Analytics,sdv-pii-cn7a2,0,Business Intelligence Analyst,Education and E-learning,3.65,West Bridget,True,39
105356971,sdv-pii-1stvb,sdv-pii-phykt,Brianna,Bryant,craigsanchez@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-hlvc2,70119,Marketing Analyst,Finance and Banking,4.0,Annahaven,True,34
972747040,sdv-pii-a8ybl,sdv-pii-2twni,Sean,Simmons,nmeadows@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-pobda,0,AI Engineer,Marketing and Advertising,3.98,Stephanieton,False,40
626913149,sdv-pii-y3ztf,sdv-pii-usrbb,Phillip,Parrish,lopezjessica@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-9dv3k,0,Marketing Analyst,Retail and E-commerce,2.48,North Aaronhaven,True,36
756694269,sdv-pii-43prp,sdv-pii-5d4wn,Amanda,Stephens,chernandez@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-6sy77,0,Marketing Analyst,Government and Public Sector,3.03,Port Kennethstad,False,37
52759593,sdv-pii-s1v3g,sdv-pii-8vacx,Colleen,Murphy,xmurphy@example.org,Bachelor of Science in Data Analytics,sdv-pii-t45xe,61587,Operations Analyst,Energy and Utilities,3.66,Lunaborough,True,40
701214336,sdv-pii-lo8u8,sdv-pii-y1rwm,Brian,Cannon,garciadavid@example.net,Bachelor of Science in Data Analytics,sdv-pii-z1qkv,0,AI Data Scientist,Finance and Banking,2.95,Kimberlymouth,True,40
293977921,sdv-pii-dol39,sdv-pii-8sn8o,Joseph,Wagner,andrewrobinson@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-3dgxu,0,Machine Learning Engineer,Manufacturing and Supply Chain,2.61,South Alyssachester,False,40
681750240,sdv-pii-m6e7k,sdv-pii-oxfus,Amanda,Hansen,ycarter@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-lddtc,59275,Operations Analyst,Energy and Utilities,3.67,Lindaberg,True,40
813493872,sdv-pii-dbe9x,sdv-pii-l4lxr,Eric,Simon,david78@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-smrs1,0,Machine Learning Engineer,Education and E-learning,3.13,Elizabethmouth,False,37
40612994,sdv-pii-hlm51,sdv-pii-hcw64,Anne,Pham,lanekelly@example.com,Bachelor of Science in Data Analytics,sdv-pii-8m3un,62548,Robotics Engineer,Retail and E-commerce,3.59,Brownside,False,40
787769314,sdv-pii-f3gu4,sdv-pii-iog1z,Russell,Hall,keith05@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-3cqul,70220,AI Data Scientist,Finance and Banking,2.05,New Brandonfurt,False,31
642540470,sdv-pii-684uy,sdv-pii-bmjnw,Kathleen,Ramirez,eharris@example.com,Bachelor of Science in Data Analytics,sdv-pii-yj03l,0,AI Engineer,Government and Public Sector,2.28,West April,False,33
413270221,sdv-pii-idkou,sdv-pii-juqgc,Tyler,Cruz,elizabeth14@example.com,Bachelor of Science in Data Analytics,sdv-pii-80xtw,70645,Machine Learning Engineer,Telecommunications,3.44,New Melissa,True,40
359278865,sdv-pii-kmzv5,sdv-pii-lfmky,Alexander,Wu,meyerrebecca@example.net,Bachelor of Science in Data Analytics,sdv-pii-23qfr,51255,Business Intelligence Analyst,Automotive and Transportation,2.01,Robertsonberg,True,40
547965762,sdv-pii-8ubrv,sdv-pii-fbkq4,Beth,Wright,rojasashley@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-i7u87,0,Computer Vision Engineer,Technology and Software Development,3.04,South Robert,False,37
996419047,sdv-pii-hb5gj,sdv-pii-o4n3w,Benjamin,Morgan,diamondhamilton@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-n6wxc,0,Robotics Engineer,Education and E-learning,3.42,New Gregory,False,37
106083488,sdv-pii-eywqm,sdv-pii-vt1v2,Ann,Diaz,benjamin17@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-c6f34,0,AI Data Scientist,Technology and Software Development,3.74,East Ronaldfurt,False,31
519559757,sdv-pii-csa1o,sdv-pii-dh5oe,Steven,Green,john61@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-t4a3b,0,AI Data Scientist,Manufacturing and Supply Chain,2.56,New Christine,True,36
361951627,sdv-pii-ytl5y,sdv-pii-0tuir,Janet,Santos,lambertkendra@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-0uh3h,0,Business Intelligence Analyst,Education and E-learning,2.78,Holmeshaven,True,32
48987851,sdv-pii-3pmtc,sdv-pii-z1v1r,Ashley,Rosario,austingloria@example.net,Bachelor of Science in Data Analytics,sdv-pii-lgqtz,0,Data Scientist,Retail and E-commerce,4.0,West Andreview,False,30
426996740,sdv-pii-fdtw2,sdv-pii-efma5,Joshua,Walker,wcampbell@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-xiyzk,0,AI Data Scientist,Healthcare and Biotechnology,2.25,South Ashleyport,False,39
138060622,sdv-pii-e5f9x,sdv-pii-19ing,Andrea,Hart,tiffanymccormick@example.net,Bachelor of Science in Data Analytics,sdv-pii-310yw,0,AI Data Scientist,Finance and Banking,2.44,North Mariaville,True,40
618599149,sdv-pii-cyqec,sdv-pii-vzxv0,Regina,Nguyen,sarah25@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-v7gmv,68241,Robotics Engineer,Manufacturing and Supply Chain,3.01,Meyerborough,True,34
555376807,sdv-pii-jvepz,sdv-pii-bs1an,Ebony,Baker,brittanywade@example.org,Bachelor of Science in Data Analytics,sdv-pii-l0gcf,0,Robotics Engineer,Finance and Banking,3.41,New Michaelmouth,False,35
281455145,sdv-pii-ae3lh,sdv-pii-jadln,Karen,Mendoza,westkevin@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-21ksc,0,AI Engineer,Technology and Software Development,3.45,North Michael,False,37
35235988,sdv-pii-4vuna,sdv-pii-qsark,Michael,Evans,greed@example.org,Bachelor of Science in Data Analytics,sdv-pii-dm13z,79154,Business Intelligence Analyst,Education and E-learning,3.12,Port Katherineside,True,35
743740004,sdv-pii-h52vq,sdv-pii-jy6g3,Jerry,Tyler,tparker@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-204bf,0,AI Engineer,Healthcare and Biotechnology,2.9,New Jessicachester,True,37
668047467,sdv-pii-0h5px,sdv-pii-c5040,Jason,Rodriguez,donald50@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-55653,0,Operations Analyst,Education and E-learning,3.53,West Aprilton,False,34
694561630,sdv-pii-mr9f4,sdv-pii-53yj2,Tonya,Vaughn,julian73@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-6feon,0,Operations Analyst,Automotive and Transportation,3.87,West Jason,False,31
549454583,sdv-pii-hmn5z,sdv-pii-sobm1,Abigail,Reynolds,dawsoncraig@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-4lsr3,66320,AI Engineer,Government and Public Sector,3.98,Christinaborough,True,39
669867092,sdv-pii-7znyb,sdv-pii-343je,Rachel,Gonzalez,marygonzales@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-isknw,0,Machine Learning Engineer,Healthcare and Biotechnology,2.84,Port Mark,False,40
478051516,sdv-pii-qnkbg,sdv-pii-na9gn,Douglas,Evans,henryalyssa@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-d7kdo,0,Operations Analyst,Technology and Software Development,2.08,Danielleville,True,36
415132785,sdv-pii-9xxx9,sdv-pii-fix5h,Jason,Miller,paul71@example.com,Bachelor of Science in Data Analytics,sdv-pii-782ng,41927,Marketing Analyst,Telecommunications,2.55,Wardberg,True,40
925247533,sdv-pii-0iefd,sdv-pii-boctf,Stephanie,Baker,ecole@example.org,Bachelor of Science in Data Analytics,sdv-pii-holmm,58262,AI Engineer,Energy and Utilities,3.41,West Joshuamouth,False,40
180595868,sdv-pii-zk1mh,sdv-pii-wnkh5,Cory,Torres,zmarshall@example.org,Bachelor of Science in Data Analytics,sdv-pii-nbi2k,67518,Data Scientist,Retail and E-commerce,2.24,Brownport,False,40
338700617,sdv-pii-2kxmu,sdv-pii-5v4mx,Jeffrey,Peters,courtney54@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-qr9d7,76153,Data Scientist,Healthcare and Biotechnology,2.19,North Clarence,True,39
839528860,sdv-pii-pnlp5,sdv-pii-cd8p1,Erik,Willis,david80@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-g8yls,47828,Data Scientist,Finance and Banking,3.5,North Wendy,False,36
208579101,sdv-pii-ibw90,sdv-pii-6amb9,Dawn,Williams,chad83@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-xik8v,0,AI Engineer,Finance and Banking,2.31,South Anthonyberg,True,36
801450046,sdv-pii-i0x1m,sdv-pii-fov4c,James,Moreno,jrodriguez@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-1kg8r,0,Marketing Analyst,Energy and Utilities,2.92,Batesview,True,40
722374499,sdv-pii-ouo3b,sdv-pii-c6qqx,Daniel,Davis,steven29@example.org,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-ww1yp,50950,Marketing Analyst,Manufacturing and Supply Chain,4.0,Josephview,False,37
930988025,sdv-pii-q7msu,sdv-pii-klj8p,Edward,Walsh,simpsonsally@example.org,Bachelor of Science in Data Analytics,sdv-pii-z62tj,2745,Robotics Engineer,Retail and E-commerce,2.98,Hansonborough,True,39
617569385,sdv-pii-e6ohi,sdv-pii-wzo0z,Gene,Webb,daniellesmith@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-95d4r,60650,Data Scientist,Energy and Utilities,3.24,East Heathermouth,True,40
99319783,sdv-pii-kspir,sdv-pii-0lgc0,Sharon,Meyer,ashleymurphy@example.com,Bachelor of Science in Data Analytics,sdv-pii-ozyi3,53598,Computer Vision Engineer,Finance and Banking,3.89,Rhodesburgh,True,40
232080352,sdv-pii-vg73v,sdv-pii-5s19v,Michael,Cobb,cmarshall@example.org,Bachelor of Science in Data Analytics,sdv-pii-81y7e,0,AI Data Scientist,Government and Public Sector,3.93,North Brendaville,False,40
316336563,sdv-pii-48y2s,sdv-pii-r0e8o,Kathleen,Wright,moodyronald@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-qlmjy,58824,Robotics Engineer,Retail and E-commerce,3.33,Nathanberg,True,37
248342513,sdv-pii-b4sy2,sdv-pii-zfklk,Joshua,Wilson,timothyhoover@example.org,Bachelor of Science in Data Analytics,sdv-pii-9507a,0,Business Intelligence Analyst,Retail and E-commerce,3.47,Port Maria,True,40
915470951,sdv-pii-1trhh,sdv-pii-kdxn0,Paul,Kelly,nataliehuffman@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-l0fp4,62760,Machine Learning Engineer,Energy and Utilities,2.84,Johnsonland,True,39
72772585,sdv-pii-gnmmi,sdv-pii-dbjlv,David,Parker,amy18@example.com,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-jfljd,56194,Operations Analyst,Finance and Banking,3.6,Normanchester,True,34
640404738,sdv-pii-ojcgg,sdv-pii-ogwsl,Michelle,Thomas,perkinstanya@example.net,Bachelor of Science in Applied Artificial Intelligence,sdv-pii-0p69j,64724,Machine Learning Engineer,Automotive and Transportation,2.77,South Tina,True,30
928653553,sdv-pii-fi5hp,sdv-pii-62zqt,Stephanie,Chen,johnathan31@example.net,Bachelor of Science in Data Analytics,sdv-pii-s9wu5,2486,Operations Analyst,Retail and E-commerce,2.4,West Brianburgh,True,35
